m_ratings,teams,date
994,Gibraltar,2007-04-15
994,Mozambique,2007-04-15
990,Netherlands,2007-04-15
986,Afghanistan,2007-04-15
983,Zimbabwe,2007-04-15
973,Scotland,2007-04-15
969,Kenya,2007-04-15
964,Bermuda,2007-04-15
849,England,2007-04-15
NA,ICC World XI,2007-04-15
NA,Panama,2007-04-15
NA,Isle of Man,2007-04-15
1078,Bangladesh,2007-05-15
1046,New Zealand,2007-05-15
1043,Sri Lanka,2007-05-15
1035,South Africa,2007-05-15
1030,West Indies,2007-05-15
1024,Ireland,2007-05-15
1024,Canada,2007-05-15
1016,Pakistan,2007-05-15
1011,India,2007-05-15
1008,Italy,2007-05-15
1007,Romania,2007-05-15
1006,Nepal,2007-05-15
1006,Germany,2007-05-15
1006,Malawi,2007-05-15
1004,Papua New Guinea,2007-05-15
1004,Bahrain,2007-05-15
1004,Kuwait,2007-05-15
1004,Spain,2007-05-15
1004,Belize,2007-05-15
1004,Namibia,2007-05-15
1004,Uganda,2007-05-15
1004,Jersey,2007-05-15
1004,Malaysia,2007-05-15
1004,Singapore,2007-05-15
1004,Peru,2007-05-15
1004,Bulgaria,2007-05-15
1003,Qatar,2007-05-15
1003,Luxembourg,2007-05-15
1003,Argentina,2007-05-15
1003,Greece,2007-05-15
1002,Australia,2007-05-15
1002,United States of America,2007-05-15
999,World-XI,2007-05-15
999,Czech Republic,2007-05-15
999,Brazil,2007-05-15
998,Norway,2007-05-15
998,Denmark,2007-05-15
997,Austria,2007-05-15
997,Portugal,2007-05-15
996,Saudi Arabia,2007-05-15
996,Maldives,2007-05-15
996,Malta,2007-05-15
996,Mexico,2007-05-15
996,Costa Rica,2007-05-15
996,Ghana,2007-05-15
996,Botswana,2007-05-15
996,Guernsey,2007-05-15
996,Thailand,2007-05-15
996,Samoa,2007-05-15
996,Chile,2007-05-15
996,Serbia,2007-05-15
996,Bhutan,2007-05-15
996,Iran,2007-05-15
995,Oman,2007-05-15
995,Vanuatu,2007-05-15
995,Nigeria,2007-05-15
994,Hong Kong,2007-05-15
994,Philippines,2007-05-15
994,Belgium,2007-05-15
994,Cayman Islands,2007-05-15
994,Gibraltar,2007-05-15
994,Mozambique,2007-05-15
993,United Arab Emirates,2007-05-15
993,Finland,2007-05-15
993,Turkey,2007-05-15
989,Zimbabwe,2007-05-15
989,Netherlands,2007-05-15
984,Afghanistan,2007-05-15
971,Scotland,2007-05-15
966,Kenya,2007-05-15
960,Bermuda,2007-05-15
844,England,2007-05-15
NA,ICC World XI,2007-05-15
NA,Panama,2007-05-15
NA,Isle of Man,2007-05-15
1083,Bangladesh,2007-06-15
1050,New Zealand,2007-06-15
1047,Sri Lanka,2007-06-15
1041,South Africa,2007-06-15
1026,Pakistan,2007-06-15
1026,Ireland,2007-06-15
1026,Canada,2007-06-15
1009,Italy,2007-06-15
1007,Nepal,2007-06-15
1007,Germany,2007-06-15
1007,Romania,2007-06-15
1007,Malawi,2007-06-15
1004,India,2007-06-15
1004,Papua New Guinea,2007-06-15
1004,Bahrain,2007-06-15
1004,Kuwait,2007-06-15
1004,Qatar,2007-06-15
1004,Spain,2007-06-15
1004,Belize,2007-06-15
1004,Namibia,2007-06-15
1004,Uganda,2007-06-15
1004,Jersey,2007-06-15
1004,Malaysia,2007-06-15
1004,Singapore,2007-06-15
1004,Peru,2007-06-15
1004,Bulgaria,2007-06-15
1003,Luxembourg,2007-06-15
1003,Argentina,2007-06-15
1003,Greece,2007-06-15
1002,United States of America,2007-06-15
999,World-XI,2007-06-15
